GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,UpdateMap.Builder,17,15,3,1,5,5,3,3,1,3
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,RegisterUpdate,33,0,0,0,12,0,6,0,6,0
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,UpdateDatatype,6,160,3,17,1,32,3,9,0,2
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,FetchDatatype.Builder,11,22,1,1,2,7,2,2,1,2
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,UpdateSet.Response,6,0,0,0,2,0,1,0,1,0
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,FetchSet.Response,5,0,0,0,2,0,1,0,1,0
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,UpdateDatatype.Builder,61,40,7,3,15,13,8,3,3,3
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,FlagUpdate,24,0,0,0,8,0,4,0,4,0
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,UpdateCounter.Builder,32,0,4,0,10,0,6,0,4,0
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,HllUpdate,93,0,8,0,22,0,12,0,8,0
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,FetchDatatype.Response,13,9,2,0,3,4,4,1,3,1
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,UpdateDatatype.Option,0,40,0,0,0,9,0,2,0,2
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,FetchCounter,31,0,2,0,9,0,4,0,3,0
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,FetchDatatype.Option,0,45,0,0,0,10,0,2,0,2
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,FetchCounter.Builder,12,0,0,0,4,0,3,0,3,0
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,SetUpdate,72,0,0,0,16,0,9,0,9,0
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,UpdateMap.Response,0,6,0,0,0,2,0,1,0,1
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,UpdateDatatype.Response,30,12,6,0,6,5,9,1,6,1
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,Context,9,0,0,0,4,0,2,0,2,0
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,UpdateHll.Builder,34,0,4,0,11,0,7,0,5,0
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,CounterUpdate,24,0,0,0,8,0,4,0,4,0
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,FetchMap.Response,0,5,0,0,0,2,0,1,0,1
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,UpdateCounter,42,0,6,0,12,0,5,0,2,0
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,FetchMap,6,25,1,1,1,8,1,3,0,3
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,FetchHll.Builder,12,0,0,0,4,0,3,0,3,0
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,MapUpdate,165,21,0,0,30,5,10,2,10,2
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,UpdateSet.Builder,32,0,4,0,10,0,6,0,4,0
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,FetchCounter.Response,5,0,0,0,2,0,1,0,1,0
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,FetchSet.Builder,12,0,0,0,4,0,3,0,3,0
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,UpdateCounter.Response,6,0,0,0,2,0,1,0,1,0
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,UpdateMap,15,27,3,3,3,9,3,2,0,2
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,UpdateHll,42,0,6,0,12,0,5,0,2,0
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,FetchSet,31,0,2,0,9,0,4,0,3,0
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,FetchDatatype,8,137,1,17,2,26,2,11,1,3
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,FetchHll,16,0,0,0,6,0,3,0,3,0
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,UpdateSet,42,0,6,0,12,0,5,0,2,0
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,UpdateHll.Response,10,0,0,0,4,0,3,0,3,0
Riak Client for Java,com.basho.riak.client.api.commands.datatypes,FetchMap.Builder,0,12,0,0,0,4,0,3,0,3
Riak Client for Java,com.basho.riak.client.core.netty,RiakSecurityDecoder.SslListener,61,0,2,0,15,0,3,0,2,0
Riak Client for Java,com.basho.riak.client.core.netty,RiakOperationEncoder,0,9,0,0,0,3,0,2,0,2
Riak Client for Java,com.basho.riak.client.core.netty,RiakResponseException,0,10,0,0,0,4,0,2,0,2
Riak Client for Java,com.basho.riak.client.core.netty,StoreValueHealthCheck,35,0,0,0,8,0,3,0,3,0
Riak Client for Java,com.basho.riak.client.core.netty,RiakMessageCodec,4,59,2,2,2,15,2,3,0,3
Riak Client for Java,com.basho.riak.client.core.netty,RiakResponseHandler,0,37,0,2,0,11,0,4,0,3
Riak Client for Java,com.basho.riak.client.core.netty,HealthCheckDecoder,31,123,3,5,9,30,5,8,2,7
Riak Client for Java,com.basho.riak.client.core.netty,RiakSecurityDecoder.new Object() {...},19,0,0,0,1,0,1,0,1,0
Riak Client for Java,com.basho.riak.client.core.netty,RiakSecurityDecoder,281,0,17,0,69,0,19,0,9,0
Riak Client for Java,com.basho.riak.client.core.netty,RiakSecurityDecoder.State,58,0,0,0,1,0,4,0,4,0
Riak Client for Java,com.basho.riak.client.core.netty,RiakChannelInitializer,0,33,0,0,0,8,0,2,0,2
Riak Client for Java,com.basho.riak.client.core.netty,PingHealthCheck,0,11,0,0,0,3,0,3,0,3
Riak Client for Java,com.basho.riak.client.core.netty,HealthCheckDecoder.HealthCheckFuture,65,49,8,4,17,13,14,8,9,7
Riak Client for Java,com.basho.riak.protobuf.util,TemplateController,92,0,4,0,20,0,4,0,2,0
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,MapPhase,12,13,0,0,4,4,2,2,2,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,PhaseFunctionSerializer,16,62,3,9,3,16,3,5,0,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,MapReducePhase.PhaseType,9,48,0,0,0,6,2,3,2,3
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,FunctionPhase,0,26,0,0,0,7,0,4,0,4
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,ReducePhase,12,13,0,0,4,4,2,2,2,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,SearchMapReduce,5,0,0,0,2,0,1,0,1,0
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,MapReduceSpec,0,21,0,0,0,8,0,4,0,4
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,SearchInput,0,15,0,0,0,6,0,3,0,3
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,SearchMapReduce.Builder,43,0,4,0,11,0,7,0,5,0
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,BinaryValueSerializer,0,8,0,0,0,3,0,2,0,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,MapReduce,90,68,0,0,23,12,5,2,5,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,IndexInput.RangeCriteria,0,15,0,0,0,6,0,3,0,3
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,MapReducePhase,8,9,0,0,3,4,2,2,2,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,IndexMapReduce.Builder,90,0,6,0,21,0,12,0,9,0
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,SearchInputSerializer,0,29,0,0,0,10,0,2,0,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,BucketKeyMapReduce.Builder,49,0,2,0,10,0,6,0,5,0
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,IndexInput.MatchCriteria,0,9,0,0,0,4,0,2,0,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,MapReduce.Builder,267,0,0,0,44,0,12,0,12,0
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,BucketMapReduce,5,0,0,0,2,0,1,0,1,0
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,BucketKeyInput.IndividualInput,16,20,5,1,2,9,4,2,1,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,IndexInputSerializer,0,72,1,5,0,19,1,4,0,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,FunctionPhaseSerializer,42,56,9,3,9,16,6,3,0,3
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,LinkPhase,3,27,0,0,1,10,1,5,1,5
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,IndexMapReduce,5,0,0,0,2,0,1,0,1,0
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,LinkPhaseSerializer,0,27,0,0,0,9,0,2,0,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,BucketKeyMapReduce,5,0,0,0,2,0,1,0,1,0
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,MapReduce.Response,108,0,6,0,27,0,12,0,9,0
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,BucketKeyInput,0,9,0,0,0,4,0,2,0,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,PhaseFunction,0,15,0,0,0,6,0,3,0,3
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,BucketKeyInputSerializer,0,51,0,4,0,14,0,4,0,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,BucketInputSerializer,0,73,0,6,0,18,0,5,0,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,BucketMapReduce.Builder,42,0,2,0,10,0,6,0,5,0
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,MapReduce.Response.MapReduceResponseIterator,84,0,14,0,23,0,11,0,4,0
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,IndexInput,0,21,0,0,0,8,0,4,0,4
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce,BucketInput,0,26,0,4,0,7,0,6,0,4
Riak Client for Java,com.basho.riak.client.core.util,CharsetUtils,206,42,27,5,47,14,25,4,10,3
Riak Client for Java,com.basho.riak.client.core.util,BinaryValue,4,99,4,6,2,26,4,16,0,15
Riak Client for Java,com.basho.riak.client.core.util,HostAndPort,85,122,14,8,13,32,12,12,3,10
Riak Client for Java,com.basho.riak.client.core.util,DefaultCharset,0,78,1,3,0,24,1,6,0,5
Riak Client for Java,com.basho.riak.client.api.convert.reflection,RiakIndexMethod.MethodType,5,173,0,0,0,4,1,3,1,3
Riak Client for Java,com.basho.riak.client.api.convert.reflection,RiakIndexField.FieldType,5,93,0,0,0,1,1,3,1,3
Riak Client for Java,com.basho.riak.client.api.convert.reflection,AnnotationScanner,10,351,2,68,2,77,2,36,0,3
Riak Client for Java,com.basho.riak.client.api.convert.reflection,AnnotationUtil,7,145,0,10,2,35,2,30,2,25
Riak Client for Java,com.basho.riak.client.api.convert.reflection,AnnotationInfo.new Object() {...},30,197,0,0,0,4,0,1,0,1
Riak Client for Java,com.basho.riak.client.api.convert.reflection,AnnotationHelper,9,243,0,0,2,56,1,23,1,23
Riak Client for Java,com.basho.riak.client.api.convert.reflection,ClassUtil,31,42,0,0,9,16,1,5,1,5
Riak Client for Java,com.basho.riak.client.api.convert.reflection,UsermetaField,5,101,3,13,1,22,3,10,0,5
Riak Client for Java,com.basho.riak.client.api.convert.reflection,UsermetaField.FieldType,5,33,0,0,0,3,1,3,1,3
Riak Client for Java,com.basho.riak.client.api.convert.reflection,RiakIndexMethod,13,264,11,59,5,60,11,29,0,5
Riak Client for Java,com.basho.riak.client.api.convert.reflection,UsermetaMethod,5,169,5,25,1,37,5,15,0,5
Riak Client for Java,com.basho.riak.client.api.convert.reflection,AnnotationInfo,93,1440,30,234,19,337,25,137,1,21
Riak Client for Java,com.basho.riak.client.api.convert.reflection,AnnotationInfo.Builder,41,776,29,89,8,189,27,77,0,45
Riak Client for Java,com.basho.riak.client.api.convert.reflection,AnnotationCache,8,53,1,3,3,13,1,3,0,2
Riak Client for Java,com.basho.riak.client.api.convert.reflection,RiakIndexField,9,153,6,32,3,36,6,18,0,5
Riak Client for Java,com.basho.riak.client.api.convert.reflection,UsermetaMethod.MethodType,5,53,0,0,0,1,1,3,1,3
Riak Client for Java,com.basho.riak.client.api.cap,ConflictResolverFactory,43,65,4,4,8,15,8,8,5,7
Riak Client for Java,com.basho.riak.client.api.cap,UnresolvedConflictException,18,0,0,0,7,0,3,0,3,0
Riak Client for Java,com.basho.riak.client.api.cap,Quorum,87,33,15,6,29,11,19,3,7,3
Riak Client for Java,com.basho.riak.client.api.cap,BasicVClock,48,32,5,3,13,9,7,3,3,3
Riak Client for Java,com.basho.riak.client.api.cap,DefaultResolver,8,15,2,2,2,4,2,2,0,2
Riak Client for Java,com.basho.riak.client.core.operations,DtUpdateOperation.Builder,133,383,21,29,29,93,21,31,4,19
Riak Client for Java,com.basho.riak.client.core.operations,FetchBucketPropsOperation,52,0,0,0,13,0,5,0,5,0
Riak Client for Java,com.basho.riak.client.core.operations,SecondaryIndexQueryOperation.Response.Builder,33,0,0,0,9,0,5,0,5,0
Riak Client for Java,com.basho.riak.client.core.operations,DtUpdateOperation.Response.Builder,11,0,0,0,3,0,3,0,3,0
Riak Client for Java,com.basho.riak.client.core.operations,ListKeysOperation.Response,14,0,0,0,5,0,3,0,3,0
Riak Client for Java,com.basho.riak.client.core.operations,YzPutIndexOperation,32,0,0,0,10,0,5,0,5,0
Riak Client for Java,com.basho.riak.client.core.operations,FetchOperation.Builder,76,43,1,1,21,10,11,2,10,2
Riak Client for Java,com.basho.riak.client.core.operations,DtFetchOperation.Builder,5,99,1,1,1,25,1,10,0,10
Riak Client for Java,com.basho.riak.client.core.operations,DtFetchOperation.Response,38,0,4,0,10,0,8,0,6,0
Riak Client for Java,com.basho.riak.client.core.operations,DeleteOperation.Builder,5,115,1,1,1,29,1,12,0,12
Riak Client for Java,com.basho.riak.client.core.operations,CoveragePlanOperation.AbstractBuilder,97,33,7,1,18,8,11,2,7,2
Riak Client for Java,com.basho.riak.client.core.operations,DtFetchOperation.Response.Init,31,0,4,0,10,0,6,0,4,0
Riak Client for Java,com.basho.riak.client.core.operations,CoveragePlanOperation.Response.CoverageEntry,78,6,8,0,14,2,10,2,6,2
Riak Client for Java,com.basho.riak.client.core.operations,StoreBucketPropsOperation.Builder,46,0,2,0,12,0,4,0,3,0
Riak Client for Java,com.basho.riak.client.core.operations,YzGetSchemaOperation,59,0,0,0,14,0,5,0,5,0
Riak Client for Java,com.basho.riak.client.core.operations,DtUpdateOperation.Response.Init,10,0,0,0,3,0,2,0,2,0
Riak Client for Java,com.basho.riak.client.core.operations,MapReduceOperation,141,0,10,0,35,0,11,0,6,0
Riak Client for Java,com.basho.riak.client.core.operations,SecondaryIndexQueryOperation.Builder,46,148,12,16,9,34,9,9,0,4
Riak Client for Java,com.basho.riak.client.core.operations,CoveragePlanOperation.Response,78,8,4,0,19,3,9,1,7,1
Riak Client for Java,com.basho.riak.client.core.operations,ListKeysOperation.Builder,57,0,4,0,16,0,6,0,4,0
Riak Client for Java,com.basho.riak.client.core.operations,YzFetchIndexOperation,82,0,2,0,19,0,6,0,5,0
Riak Client for Java,com.basho.riak.client.core.operations,SecondaryIndexQueryOperation,309,33,43,1,70,9,33,3,11,3
Riak Client for Java,com.basho.riak.client.core.operations,FetchOperation.Response.Init,7,10,0,0,2,3,1,2,1,2
Riak Client for Java,com.basho.riak.client.core.operations,DeleteOperation,19,11,0,0,5,4,4,1,4,1
Riak Client for Java,com.basho.riak.client.core.operations,CoveragePlanOperation.Response.new Iterator() {...},73,0,14,0,13,0,12,0,5,0
Riak Client for Java,com.basho.riak.client.core.operations,YzDeleteIndexOperation.Builder,32,0,4,0,9,0,4,0,2,0
Riak Client for Java,com.basho.riak.client.core.operations,YzPutSchemaOperation,32,0,0,0,10,0,5,0,5,0
Riak Client for Java,com.basho.riak.client.core.operations,StoreBucketPropsOperation.PropsBuilder,323,0,26,0,77,0,40,0,27,0
Riak Client for Java,com.basho.riak.client.core.operations,PingOperation,6,14,0,0,3,3,3,2,3,2
Riak Client for Java,com.basho.riak.client.core.operations,StoreBucketPropsOperation,32,0,0,0,10,0,5,0,5,0
Riak Client for Java,com.basho.riak.client.core.operations,FetchBucketPropsOperation.Builder,37,0,2,0,10,0,3,0,2,0
Riak Client for Java,com.basho.riak.client.core.operations,YzFetchIndexOperation.Builder,37,0,4,0,10,0,5,0,3,0
Riak Client for Java,com.basho.riak.client.core.operations,ListBucketsOperation.Response,19,0,0,0,7,0,4,0,4,0
Riak Client for Java,com.basho.riak.client.core.operations,YzGetSchemaOperation.Response,9,0,0,0,4,0,2,0,2,0
Riak Client for Java,com.basho.riak.client.core.operations,StoreOperation.Response.Builder,11,0,0,0,3,0,3,0,3,0
Riak Client for Java,com.basho.riak.client.core.operations,YzPutSchemaOperation.Builder,34,0,0,0,10,0,2,0,2,0
Riak Client for Java,com.basho.riak.client.core.operations,YzPutIndexOperation.Builder,61,0,6,0,17,0,6,0,3,0
Riak Client for Java,com.basho.riak.client.core.operations,FetchBucketPropsOperation.Response,9,0,0,0,4,0,2,0,2,0
Riak Client for Java,com.basho.riak.client.core.operations,StoreOperation.Response,18,0,2,0,5,0,4,0,3,0
Riak Client for Java,com.basho.riak.client.core.operations,FetchOperation,50,78,5,5,12,20,6,5,1,5
Riak Client for Java,com.basho.riak.client.core.operations,YzGetSchemaOperation.Builder,32,0,4,0,9,0,4,0,2,0
Riak Client for Java,com.basho.riak.client.core.operations,DtUpdateOperation,92,11,6,0,21,4,7,1,4,1
Riak Client for Java,com.basho.riak.client.core.operations,SecondaryIndexQueryOperation.Response.Entry,52,0,4,0,16,0,11,0,9,0
Riak Client for Java,com.basho.riak.client.core.operations,FetchOperation.Response,3,15,0,0,1,5,1,2,1,2
Riak Client for Java,com.basho.riak.client.core.operations,SearchOperation.Builder,170,0,18,0,44,0,20,0,11,0
Riak Client for Java,com.basho.riak.client.core.operations,CoveragePlanOperation,33,79,3,3,10,16,6,2,3,2
Riak Client for Java,com.basho.riak.client.core.operations,ResetBucketPropsOperation.Builder,38,0,2,0,10,0,3,0,2,0
Riak Client for Java,com.basho.riak.client.core.operations,StoreOperation,73,26,6,0,15,7,6,2,3,2
Riak Client for Java,com.basho.riak.client.core.operations,SearchOperation,132,0,6,0,27,0,8,0,5,0
Riak Client for Java,com.basho.riak.client.core.operations,FetchOperation.Response.Builder,0,11,0,0,0,3,0,3,0,3
Riak Client for Java,com.basho.riak.client.core.operations,ListKeysOperation,79,0,4,0,18,0,8,0,6,0
Riak Client for Java,com.basho.riak.client.core.operations,YzFetchIndexOperation.Response,9,0,0,0,4,0,2,0,2,0
Riak Client for Java,com.basho.riak.client.core.operations,DtFetchOperation,86,11,6,0,19,4,7,1,4,1
Riak Client for Java,com.basho.riak.client.core.operations,ListKeysOperation.Response.Builder,28,0,0,0,7,0,4,0,4,0
Riak Client for Java,com.basho.riak.client.core.operations,StoreOperation.Response.Init,10,0,0,0,3,0,2,0,2,0
Riak Client for Java,com.basho.riak.client.core.operations,ListBucketsOperation.Builder,19,44,4,2,5,12,4,4,1,4
Riak Client for Java,com.basho.riak.client.core.operations,MapReduceOperation.Builder,41,0,4,0,12,0,5,0,3,0
Riak Client for Java,com.basho.riak.client.core.operations,FetchOperation.KvResponseBase,0,10,0,0,0,4,0,2,0,2
Riak Client for Java,com.basho.riak.client.core.operations,FetchOperation.KvResponseBase.Init,8,16,0,0,2,4,1,2,1,2
Riak Client for Java,com.basho.riak.client.core.operations,ListBucketsOperation,73,14,4,0,14,5,7,1,5,1
Riak Client for Java,com.basho.riak.client.core.operations,TTBFutureOperation,22,15,2,0,6,6,3,1,2,1
Riak Client for Java,com.basho.riak.client.core.operations,DtFetchOperation.Response.Builder,10,0,0,0,3,0,3,0,3,0
Riak Client for Java,com.basho.riak.client.core.operations,SecondaryIndexQueryOperation.Query.Builder,43,122,13,23,9,32,13,18,1,12
Riak Client for Java,com.basho.riak.client.core.operations,DtUpdateOperation.Response,18,0,2,0,5,0,4,0,3,0
Riak Client for Java,com.basho.riak.client.core.operations,PBFutureOperation,45,15,2,0,10,6,3,1,2,1
Riak Client for Java,com.basho.riak.client.core.operations,YzDeleteIndexOperation,32,0,0,0,10,0,5,0,5,0
Riak Client for Java,com.basho.riak.client.core.operations,SecondaryIndexQueryOperation.Response,28,0,2,0,8,0,6,0,5,0
Riak Client for Java,com.basho.riak.client.core.operations,Operations,3,36,0,2,1,7,1,4,1,3
Riak Client for Java,com.basho.riak.client.core.operations,ResetBucketPropsOperation,32,0,0,0,11,0,5,0,5,0
Riak Client for Java,com.basho.riak.client.core.operations,SearchOperation.Response,25,0,0,0,9,0,5,0,5,0
Riak Client for Java,com.basho.riak.client.core.operations,SecondaryIndexQueryOperation.Query,9,87,0,0,3,25,3,11,3,11
Riak Client for Java,com.basho.riak.client.core.operations,StoreOperation.Builder,131,57,5,3,32,13,16,3,12,3
Riak Client for Java,com.basho.riak.client.core.operations,MapReduceOperation.Response,9,0,0,0,4,0,2,0,2,0
Riak Client for Java,com.basho.riak.client.core.operations,DtUpdateOperation.new Object() {...},5,35,0,0,0,1,0,1,0,1
Riak Client for Java,com.basho.riak.client.core.query,BucketProperties,1097,0,234,0,146,0,167,0,50,0
Riak Client for Java,com.basho.riak.client.core.query,RiakObject,275,256,67,47,29,56,51,32,3,23
Riak Client for Java,com.basho.riak.client.core.query,BucketProperties.Builder,267,0,24,0,77,0,43,0,31,0
Riak Client for Java,com.basho.riak.client.core.query,Location,103,74,23,11,15,24,20,7,3,7
Riak Client for Java,com.basho.riak.client.core.query,ConvertibleIterator,4,16,0,0,1,5,1,3,1,3
Riak Client for Java,com.basho.riak.client.core.query,Namespace,108,107,25,13,16,32,23,12,4,12
Riak Client for Java,com.basho.riak.client.core.query.crdt.types,RiakHll,62,0,8,0,13,0,10,0,6,0
Riak Client for Java,com.basho.riak.client.core.query.crdt.types,RiakSet,57,17,12,0,10,5,11,2,5,2
